Column1,Column2
"??? ???? ????? ????? ???? 

??????? ??????? ?????????? ??????? ? ???? ?????????? ????? ??????!

?????? ?????... ??

#GlennPhillips #newzealandcricket #CricketTimeMagazine",not relevant
"??????? ??????? ?????... 

??? ??? ??????? ????? ???????? ? ????????????? ?? ?????????? ??? ???????

#TamimIqbal #SabbirRahman #Bpl2025 #BPLT20 #CricketTimeMagazine #????? #???????",not relevant
"??????? ?????????? ???? ?????????? ?????? ????????? ???? ????? ???? ???? ??????????? ??????? ?????? ????? ??, ???????? ??? ????? ???? ????? ?????!

????? ?? ????? ??????????? ???????????? ???? ????? ?????? ?? ?????? ??????? ??? ????? ??? ??????! ??

#AdamGilchrist #australiacricket #CricketTimeMagazine #??????? #???????????????????? #??????????",not relevant
"? ????????? ???? ???? ??????? ??? ?????? ?????? ??? ????? ??? ????????? ?? ??? ????? ??, ??????????? ?????? ???? ??????????? ????? ???????? ??? ???? ????? ?????? ??????, ??? ?????????? ???? ?? ???????? ????????? ??????? ??? ??? ???????? ???? ?????

#KevinPietersen #indiancricket #viratkohli #CricketTimeMagazine",not relevant
"*??-?? ???????? ???????? ????? ??????? ???????????:

?. ????? ????: ???? ????? (??? ?????) ???
?. ????? ???????: ??? ????? (??? ?????) ???
?. ??????? ?????: ??? ????? (??? ?????) ???
?. ??????? ?????: ??? ????? (??? ?????) ???
?. ???? ?????: ??? ????? (??? ?????) ????

??????? ?? ? ??? ??????? ???????? ??????????

#KieronPollard #ChrisGayle #t20cricket #T20 #CricketTimeMagazine",not relevant
"??????? ????? ???-????... ??

?? ?????? ?? ??????? ???? ??????????? ??? ? ?? ????????! 

???? ???? ?????????? ??????? ???????-??????????? ?????? ????? ??? ????????? ??? ?? ?????????? ? ??? ?? ???????? ??

#abdevilliers #fafduplessis #CricketTimeMagazine",not relevant
"????? ???????? ???? ??????? ????? ????????, ??????? ???? ??? ???? ???? ??? ??????? ??! ??

????? ????? ?? ????? ?? ?????? ?????? ??? ????? ??? ????? ?????, ???? ???? ???? ????? ???? ?? ???????!

?? ???? ???? ?????? ?? ???? ??? ?? ???? ?????

(??? ?????)

#TamimIqbal #SabbirRahman #funpost #Bpl2025 #CricketTimeMagazine",not relevant
"????? ????? ?? ?????? ??-?? ??? ????? ??? ????? ??? ????? ???? ????????? ???? ??? ??? ????? ?????? ??? ??? ??? ??? ??? ?????? ??? ???? ????? ???? ???? ??? ?????? ???? ????? ?????????? ??? ???, ???? ????? ???? ??? ??-?? ???????!

#SteveSmith #t20cricket #CricketTimeMagazine #???????????????????? #?????",not relevant
"?????????????? ?????? ? ?????????? ????? ????????? ??? ???? ????????????? ?????? ?????? ????? ???????????? ? ????????????!

??????? ??? ????? ????????????? ?????? ?????? ????? ??? ??? ???

#RachinRavindra #ChampionsTrophy2025 #ICCChampionsTrophy #CricketTimeMagazine",not relevant
???? ?????? ???? ‘?? ??????? ??????’!,not relevant
"????? ? ??? ???? ???? ?????? ????????????? ?????? ???? ?? ????? ????? ???? ???????? ??????? ????? ???? ???????????????? ?? ????? ???????? ????????? ????????????? ?????? ????????? ???? ????????????

?????? ?? ?????? ? ??? ?? ????? ????? ??????? ???? ??????????? ???? ????? ????? ???????? ????????

??? ???? ??? ??? ???? ????? ???? ??? ????? ??????? ?????? ?? ??????? ?????????

#AnrichNortje #ICCChampionsTrophy  #ChampionsTrophy2025 #southafricacricket #CricketTimeMagazine  #????????????????????",not relevant
"????? ??????????????? ?????????? ?????????????? ??????????? ??????????? ??????? ??? ?????? ?????? ????? ???? ???? ????? ????? ? ?????? ????? ?????????? ?? ??? ??????????? ??? ????? ??????? ???? ?????????

?????? ???? ??????? ????? ???? ???? ??????? ????? ???? ????????! ????????? ???????? ????? ???? ????? ?? ???? ????? ???? ??? ????? ????? ???????? ???? ?????? ?????? ???? ?????????! ??????? ???????? ????????????? ?????? ???? ??????? ???? ?????? ???? ????

#OnThisDay #INDvsSL #viratkohli #odicricket #CricketTimeMagazine #????????????????????",not relevant
"???????? ???? ????? ???????? ?????? ?????? ?????????? ?????? ?????? ???? ????? ???????? ??? ?????? ????????? ?????????? ????? ????? ??????????? ? ????????? ????? ????? ?????????? ??.?? ??? ? ??????? ?????? ???? ????? ??????? ??????? ?? ????????? ???????? ????? ????????, ?? ???? ??????? ????? ??????? ?? ????????? ?? ???? ??? ?????? ???????? ???? ????? ??????? ????? ??????, ????????? ??????????? ???????? ???? ????? ??????? ???????? ?????? ????? ????? ???? 

??? ????? ???????? ???? ????? ???????? ?????? ?????? ?????? ????? ???????????, ????, ????????????, ?????? ???????? ???? ????????????

#Wisden #WisdenOdiXi #TaskinAhmed #CricketTimeMagazine",not relevant
"??????? ?????????? ?????? ???? ???? ???? ??? ?????? ????? ???? ???? ????? ????? ???? ? ????? ????? ?????????? ????? ????? ?????? ???? ????????? ???? ???? ?? ???? ???? ????

????? ?? ??????? ???????? ??????????? ?????????? ????? ??? ?????????? ????? ???????? ????? ??? ???????? ???????????? ????? ?????????? ?? ???? ???????? ?????? ???? ???? ?????

#DurbarRajshahi #Bpl2025 #BPLT20 #CricketTimeMagazine #???????????????????? #??????",not relevant
"???? ???????????? ?????? ???? ??????? ????? ????? ???? ???????? ??? ?????? ??? ??????? ??? ????? ???????? ?????? ? ?????? ??????? ? ?????, ? ??? ?????????? ? ? ??????? ??????? ????????? ????? ??????? ? ?????? ?????????????? ????? ?????????? ??? ??????? ????????????

???? ???????? ?????? ??? ????????? ???????????? ? ?????????, ?????? ??? ?????? ??? ???????????? ????? ?? ??????????? ????????????? ??????? ????? ????? ??????? ????????????? ????? ???? ???? ????????????

#southafricacricket #TembaBavuma #ChampionsTrophy2025 #ChampionsTrophy   #CricketTimeMagazine",not relevant
"???? ???????????? ?????? ???? ??????? ????? ????? ????? ???????????? ?????? ???? ???????? ???????? ???? ?????? ????????? ????? ??????? ? ????? ?? ????????????
 
????????????? ?????? ?????????, ???? ??????? ? ???????????? ????? ????? ????? ????? ????? ????? ?? ??????????? ????? ?????????????????  ??????????? ????????",not relevant
"???? ?????? ???????????? ??????  ????  ?? ????? ????? ???????????? ????? ???? ?? ??? ??????? ????? ?????? ???? ??????????? ???????? ??????? ????? ??????? ??????? ??????? ???????? ??? ????? ??????? ???? ???????? ??????? ??? ????????? 

??????????? ?????? ????????????, ????????? ? ???? ???????? ??????? ?? ?????????? ??????? ???? ???????? ??????? ????? ???? ????? ????????

#ChampionsTrophy2025 #ChampionsTrophy 
#afghanistancricket  #RashidKhan  #CricketTimeMagazine",not relevant
"???? ??????????? ???? ????????????? ??????? ??? ?????!

????????????? ?????? ?? ?????? ?? ?????? ???????? ???? ????? ????? ???? ????, ?????? ??????? ???? ??????? ???????? ???????, ??? ???? ??????????? ?????? ????? ??????? ???? ???? ?? ???? ??????????? ?????? ??????? ?????? ?????? ?????????? ???? ??????????? ?????? ???? ????? ????? ???????

?????? ?????????? ?????? ???? ??????, ????? ???? ?????? ?? ????? ??????? ?????????? ?????? ??????????? ?????? ??? ???? ???? ?????? ??????????? ????? ?? ????? ????????????? ??????? ?????? ??????? ????? ???

??????? ??????? ???????? ? ???????? ????? ???? ?????? ????? ??? ??? ??? ?? ???? ??????? ???????? ???? ???? ??????? ???? ? ????????????? ???? ????? ?? ?????? ????? ???? ????? ???? ???? ????????????? ???? ??????? ??? ?????? ??????? ????????? ???? ??? ???? ???????? ???? ?????? ???????????

????? ????? ????? ??? ?????, ???? ??? ?????, ?????????? ???? ??????? ?????? ?????? ???? ?????, ?? ?????????? ???? ???? ???? ???? ????? ?? ??????? ????? ???? ???? ?? ??? ??? ?????? ????? ???? ????? ??, ?? ??????? ????? ?? ??????? ?? ?????? ??? ????? ???? ??????????? ??? ??????????? ???? ??????

???????? ????????? ????? ???? ???? ????? ????????? ?????? ???? ?????? ?? ?????? ??? ???? ??? ????? ???????, ?? ????????? ??? ???? ?????? ???? ????? ???? ??? ??? ???????????!

????? ???? ????? ??????? ????? ?????? ????? ??????, ?????? ???? ?????? ??? ????????? ?????? ???? ?????? ???? ??? ??????? ?????? ???? ??? ???? ????? ?????

#ShakibAlHasan #BangladeshCricket #BangladeshCricketTeam #ChampionsTrophy2025 #CricketTimeMagazine",not relevant
"???????????? ?????? ???? ?? ??????? ?? ????? ????? ????????????? ??? ???? ????? ?????? ???? ????? ??????? ???????? ??? ?????? ???? ? ??????? ??????? ??? ?? ?????? ??????? ??????? ??? ??????? ????? ????? ???????????? ??????? ????? ???????

??????????? ??????? ????????, ???? ? ??????????? ?????? ????? ????????????? ????? ????? ???? ???????? ??????????? ???????? ??? ?????

#ChampionsTrophy2025 #ChampionsTrophy 
#newzealandcricket #BlackCaps  #CricketTimeMagazine",not relevant
"???? ????? ???? ????????????? ?????? ??? ?? ????? ?????? ???? ?????? ???????? ???? ????? ????? ?????

#LitonDas #BangladeshCricket #BangladeshCricketTeam #ChampionsTrophy2025 #CricketTimeMagazine",not relevant
"???? ????????????? ?????? ???? ?? ????? ????? ???????? ??????? ??????

??? ?????? ????? ?????????? ????? ?? ?????, ?????? ???? ???, ????? ?????? ????? ? ????? ?????????

????? ??????? ?????? ????? ???? ????? ?????????? ????? ?? ???????, ?????? ???? ??? ?????? ????? ???? ???? ?????? ?????? ?????, ?????? ????? ?????? ??? ??????? ?? ?????? ?????? ??? ????? ???????? ??? ?? ????? ?????? ??? ???? ???????? ?????? ???????

#ShakibAlHasan #LitonDas #ChampionsTrophy2025 #ChampionsTrophy #BangladeshCricket #BangladeshCricketTeam #CricketTimeMagazine",not relevant
"?????? ?????, ??????????? ?????, ?????? ????? ? ????? ???? ?????? ????? ??? ?????? ????? ?? ????? ????? ?????? ? ?????? ???????? ???? ????? ????? ????? ?? ??????? ???? ????? ??????

#TaskinAhmed #MustafizurRahman #TanzimHasanSakib #NahidRana #BangladeshCricket #BangladeshCricketTeam #ChampionsTrophy2025 #CricketTimeMagazine",not relevant
"????? ???????? ???????? ????? ?????? ???????!

(????? ???????? ??????? ???????)

#RahulDravid #JoeRoot #MahelaJayawardene #birthday #testcricket #CricketTimeMagazine",not relevant
"? ?????? ????????? ?????? ??? ??? ???, ???????? ??? ???.?? ???!

????? ?????? ???? ????? ???? ????? ?????????? ????? ???? ?????? ????? ?????? ???????? ??????? ?????? 

#davidwarner #BigBashLeague #BBL #CricketTimeMagazine",not relevant
"????? ??????? ?????? ????? ???? ????? ?? ?????????? ????? ?? ???????, ?????? ???? ??? ?????? ????? ???? ???? ?????? ?????? ?????, ??? ????? ?????? ??? ??????? ?? ?????? ?????? 

#ShakibAlHasan #LitonDas #ShorifulIslam #BangladeshCricket #BangladeshCricketTeam #ChampionsTrophy2025 #CricketTimeMagazine",not relevant
"????????? ??? ??-?? ???????? ??????? ???? ????????? 

??? ?????? ????? ??? ? ?????? ????? ?????? ? ???????? ? ? ??? ????????? ?? ? ?????? ?? ?????????? ?????? ??? ???, ???????? ??? ???.?? ????

?? ????? ??? ?????? ?????? ????? ?????!

#SteveSmith #BigBashLeague #BigBash #BBL #BBLT20 #CricketTimeMagazine",not relevant
"????? ????????? ??????? ???????? ??????? ??????????? ???? ????? ???????? ?? ????? ???? ???? ???????!

(????? ???????? ??????? ???????)

#RahulDravid #sachintendulkar #JacquesKallis #birthday #testcricket #CricketTimeMagazine",not relevant
"????? ?????? ??.?? ??? ????? ???
?? ??? ???????? ??.?? ??? ????? ???
?? ??????????? ???????? ?? ???????? ? ??? ??? ???????? 
?? ????? ??????? ???????? ?? ???? ???????????
?? ????? ???????? ???????? ????? (???)
?? ??????? ??? ????? ???????? ????? (???)
?? ?????/????? ? ????????? ????? ????? ??????? 

????? ??????? ??? ?????? ??????, ??? ??? ??? ? ??? ????? ??????? ??????? ????? ???????? ????, ?????? ????? ????????? ??????????? ??????? ??? ????? ????? ??? ???? ?????? ?? ????? ???????? ??? ???????? ???????? ?????? ?????? ???????? ??????? ???? ?? ????? ??????!

??? ?????? ??????? ?????? ??? ??, ????? ???? ???? ?? ??????????? ?????????? ????? ??????? ?????? ??? ???, ????? ?????????? ??? ????? ?????? ???? ??? ???? ???????? ? ???? ?????? ??????? ??…. ????? ????????? ??????? ????? ????? ??????? ???? ??????? ?????? ????? ???????? ????? ????? ???? ????? ?????? ??????? ???????, ????????? '??? ????' ??? ?

???????? ????????? ?????? ???? ??????????? ????? ?????????? ????????? ????????? ??

#RahulDravid #happybirthday #birthday #CricketTimeMagazine",not relevant
?? ????? ??????????? ???????? ???? ??? ?? ????? ???????!,not relevant
"????? ??????? ??????? ???????? ??????????? ?? ? ???? ??????????? ????????????? ??????? ???? ?????? ???? ??? ????????! ???????? ???? ? ?????? ?? ????????? ????????? ?????? ?? ??? ??????? ????? ????? ??? ???? ????????! 

?????? ? ??? ?? ? ?? ????? ???? ????? ?? ????? ????? ????? ????? ???? ???? ????????!

#OnThisDay #BangladeshCricket #BangladeshCricketTeam #BANvsZIM #CricketTimeMagazine",not relevant
"?????-?????? ????? ??? ??? ???? ??????????? ??? ????????? ??? ?????? ?????? ????? ?????? ??????? ????? ????? ??????? ????? ????????? ????????? ?????? ???? ??? ??? ?????? ???, ??? ???? ???????? ???????? ????, ???? ??????? ???? ??????, ??? ????? ?????? ????, ‘? ??? ??? ???? ???? ???? ????? ???? ???? ?? ? ??????’

???? ????? ???? ???? ??????? ???????? ??? ??? ???? ‘???????? ???????? ??? ???’! ??? ????? ??? ???? ?????? ??? ????? ??????

#TamimIqbal #BPL2025 #BPLT20 #CricketTimeMagazine",not relevant
"??? ????, ??? ???? ????????? ??????

?????? ????? ???? ??? ???? ?????????? ??????????? ??????? ????? ??? ??? ????????? ??? ?????? ?????? ???? ????????? ???? ?????? ??? ???? ??? ????? ????? ?????? ??????? ????? ????? ??? ???? ??? ???? ???????? ????? ???? ?????? ????? ????? ?????????? ?? ??????????

?????? ??? ???? ???? ????????? ?????? ???? ???? ???? ???? ????, ??????? ???????? ?????? ????? ??????? ????? ????????? ????????? ????? ????? ????????, ????? ???? ??? ?????? ???? ???? ???????? ???????? ???? ??????? ?????? ???? ??????? ???? ???? ?? ????? ?????????? ?????? ???? ????, ‘? ??? ??? ???? ???? ???? ????? ???? ???? ?? ? ??????’

???? ????? ???? ???? ???? ???? ???? ???? ??? ?????? ???? ???? ???? ???? ??? ?????? ????? ???????? ?????? ????? ??????? ???? ???? ??????? ??? ???????? ???????? ?????? 

(????: ????? ???)

#TamimIqbal #BPL2025 #BPLT20 #CricketTimeMagazine",not relevant
"???? ??? ???? ????...

???????? ???? ????? ???? ???? ???? ?????!",not relevant
"*?????????? ???? ??-?? ???????? ???????? ???: 

?. ????? ?????: ???? ??? (??? ?????)
?. ????? ?? ?????: ???? ??? (??? ?????)
?. ???????????? ??????: ???? ??? (??? ?????)
?. ???????? ????: ???? ??? (??? ?????)
?. ???? ???: ???? ??? (??? ?????)

#TamimIqbal #ShakibAlHasan #BangladeshCricket #Bpl2025 #BPLT20 #CricketTimeMagazine",not relevant
"????? ?? ????? ???? ???, ??????? ???? ???????!

?? ?? ???????? ????????? ????? ????? ??????? ????????? ????? ?? ????? ???? ?????? ??????? ???????? ??? ???????????????? ??? ???????? ????? ?????? ?????????? ??? ??? ??????? ????????? ????? ?? ????? ????? ?????? ?????? ?????????????? ????? ???? ????? ???

???? ??? ????? ??? ????? ??????? ???? ????? ????????? ???? ???????, ???? ???? ???????? ??????? ??????????? ???????? ??? ?? ??????? ???? ?? ??? ???? ???????? ????????? ?? ????? ???? ????? ??? ??? ?? ???????? ????? ??? ????? ????? ?????????? ??? ??? ?????, ??? ???? ???? ?? ??? ?????? ???????? ???????? ????? ??????????? ?????? ?????

?? ???? ??? ????? ????????????? ??????? ???????? ??? ????? ?????? ???? ??? ??????????? ???? ????, ???? ??????? ??????????? ???????????!

#ShakibAlHasan #CricketTimeMagazine",not relevant
"?? ??? ??????????? ????? 
?? ??? ??????????? ?????
??? ?? ??? ?????? ? ?????
?? ???? ??-?? ????????? ????????????? ???? ???????? ????? ??????
?? ??????????? ??-???? ????????????? ???? ???????? ????? ???? ????? ?????
?? ???? ????? ???????? ??????????? 
?? ???? ??-?? ???????? ???????????
?? ???? ????? ???????? ??????????? 
?? ????-?? ????? ?????????????? ?????
?? ???? ?????? ???????????

?????, ????? ? ??-?? ? ????????? ???????? ???? ????? ? ?? ??????????? ???? ?? ?????????? ?????? ???? ???? ??????? ??????? ????? ?????? ? ???????? ????? ????? ????????????? ???? ?? ?? ????? ?????? ????????? ????? ? ??????? ???????? ????? ????????????? ???? ?? ?? ????? ????!

??????? ??? ??? ??????? ?????? ????? ????, ????? ????????? ??? ????? ????? ????????? ???????? ??????? ???? ??????? ????? ????? ?? ????? ????? ????????? ????? ???? ??????? ??? ????? ???? ???? ?? ?????????? ????? ????? ????????? ??? ?????? ??? ???? ????? ?? ??? ???? ???? ?????? ???? ???? ????????? ????? ?????????? ????? ????????? ??? ???? ?????

?????? ??????? ????? ?????? ???????? ???? ?????? ?????? ?????????? ?????? ???? ???? ????????? ???? ???? ???? ?????? ????? ??????? ????, ?? ???? ????? ????????????? ??? ???????? ?????????? ???!

???????? ???????????? ??????? ????? ???? ??? ??????? ??? ???????? ??? ???? ????? ???? ???????????? ???????? ???? ?? ???? ??? ?????? ??? ???? ??? ????????, ?????? ???? ??? ????? ???? ???????  

????????????? ??????? ?????? ?????? ???? ????? ?? ??????????? ????????? ????????? ??

 #HappyBirthday #birthday  #JoshHazlewood #CricketTimeMagazine",not relevant
"????????? ????? ??????????????? ???????? ???????? ??? ?????????? ???????????!

? ???? ????? ? ??? ??????? ??????????, ??? ?????? ????? ???? ?? ???????? ???? ???? ??????? ????? ???? ???????? ???? ???????! 

#TestChampionship #testcricket #KyleVerreynne #RishabhPant #LitonDas #MohammadRizwan #CricketTimeMagazine #????",not relevant
"????? ???? ? ???, ??????? ???????? ? ???! ????? ?????? ??????? ??????? ? ???????? ??????? ?????, ?? ????? ???????????? ??????? ????????

???? ???? ?????? ????? ???? ????? ??????? ??????? ???????? ??????? ?? ???????? ?????? ?????? ????? ???? ??? ????? ??????? ???? ????? ????, ?? ??????? ????? ???? ???? ???????? ?????????? ?? ?????? ????? ? ?????? ????? ???? ??? ????? ?? ????? ??????????? ???????

#BPL2025 #BPLT20 #CricketTimeMagazine",not relevant
"???????? ??? ?????????? ????? ?????? ???? ????????? ?????? ????? ?????! ??

???????? ???????? ?????? ????? ??????? ?????????? ???? ???? ???... 

#NazmulHossainShanto #Bpl2025 #BPLT20 #CricketTimeMagazine",not relevant
